tweets,type,class
رجوع الله ا ختي استغفري مولانا كلنا كانشوفو فراسنا غير العيوب و كانشوفو ف الاخرين غير الزوين خاصك غير تعرفي بلي كل واحد زوين بطريقتو لي مختلفة على الاخرين و كاتميزو,positive,dialectal
امين شكرا,positive,dialectal
الله يكملك بعقلك,positive,dialectal
تا حد مابقا يحشم هنا ,negative,dialectal
 ربنا يخليك,positive,dialectal
لا نتي مابقيتيش عاجباني ,negative,dialectal
بالصحة و الراحة الحليب درتو حيت ماعنديش لاكخيم فخيش ,positive,dialectal
 الله يحفظك,positive,dialectal
رأيي المتواضع عطيتو,positive,dialectal
و باش يكمل هاد الصباح نسمعو لفيروز,positive,dialectal
الله يكمل بيخير ,positive,dialectal
بصحتك و راحتك ,positive,dialectal
كاينين مرحبا ,positive,dialectal
مرحبا بيك ,positive,dialectal
مرحبا بيك ,positive,dialectal
الله يسامح قلبي بيض و دغيا كانسى ,positive,dialectal
الله يحفظك مرحبا بيك ,positive,dialectal
صباح الخير زوينين بون ويكاند ,positive,dialectal
 تصبح على خير ا دكتور ,positive,dialectal
ناري ناري سمح لينا عيد ميلاد سعيد باشما تمنيتي ان شاء الله ,positive,dialectal
ان شاء الله داكشي لي خاصني ندير ,positive,dialectal
بالصحة و الراحة ذوقك لابأس به ,positive,dialectal
الحب هاداك ,positive,dialectal
راه ديك الغيرة هي فين بقات و انا شخصيا اؤمن انه ماكاينش حب بدون غيرة,positive,dialectal
فرحتلك يا حبيبتشي ربنا يتمم بيخير ,positive,dialectal
الله يا ربي الله البنت ضاعت منا ,negative,dialectal
شكون سعيد الحظ و ماعرضتيني گاع ,positive,dialectal
 الله يحفظك,positive,dialectal
 الله يحفظك علينا و عليك,positive,dialectal
 الله يحفظك,positive,dialectal
هادوك مراض و صافي,negative,dialectal
عجباتني هادي ان شاء الله ,positive,dialectal
عندك الصح,positive,dialectal
الله يكبر بيك ,positive,dialectal
الحمد لله عليها نعمة لمن كنت غانبقا نتشكا منهم كون ماكنتوش ,positive,dialectal
اودي ماشي تا ف شركة هادشي خلي عالله,negative,dialectal
ه عارفينك رجل مواقف ا سي العلالي,positive,dialectal
واييه ندمني ,negative,dialectal
مافيها باس مافيها باس,positive,dialectal
و يحفظك حبيبي ,positive,dialectal
الحقيقة و صافي ,positive,dialectal
 داكشي لي كاين الله يكمل بيخير ,positive,dialectal
 بلا مانوصيك اذن الله يداوم المحبة,positive,dialectal
 للناس في الحب مذاهب اللهم زد و بارك,positive,dialectal
 عجباتني طريقة التفكير ديالك ,positive,dialectal
 واخا ا لالة المهم نحن في الخدمة في اي وقت ,positive,dialectal
فاسة و سواسة عجيب الله يخليكم لبعض و يداوم المحبة,positive,dialectal
عندو الحق ,positive,dialectal
ربي يخليك شكرا,positive,dialectal
مرحبا نورتو المكان ,positive,dialectal
 اوا الحمد لله ,positive,dialectal
وليت كانكره الويكاند كون غير يخليوني نفيق وقتما بغيت و نخدم,negative,dialectal
ماكنتفرجش ولكن ان شاء الله تربح الوداد ,positive,dialectal
والو بالصحة,positive,dialectal
امين و ليك حتى نتي ,positive,dialectal
بسم الله,positive,dialectal
شكرا لهلا يخطيك ,positive,dialectal
الله يعطيكم ماكتمناو جميعا ,positive,dialectal
شكرا شكرا بقا تعطيني بحال هاد النصائح القيمة راني في حاجة اليها ,positive,dialectal
حق مولانا,positive,dialectal
انا غي دريويشة ,positive,dialectal
صافي سير ماصدقتيش ,negative,dialectal
ربي يخليك,positive,dialectal
راه الصحافة و البوليس تاهما مواطنين لي صور مريض و لي بارطاجا مريض ماكاين تا فرق,negative,dialectal
النهي كايدار بينك و بين الشخص و بالتي هي احسن بغا ياخد بنصيحتك هو هاداك مابغاش ضير راسو ماعندك تا شي حق لا ف الدين لا ف القانون انك تفضحيه,positive,dialectal
هنيئا ليك ,positive,dialectal
مسلمين الاسلام كايقوليك تفضحي عباد الله و تشوهيهم ,negative,dialectal
باشمن حق كاتپارطاجيو تصاور و هوية هاداك الشخص اي واحد كايبارطاجي هاداكشي يعرف راسو مريض و ماكاين تا فرق بينو و بين هادوك لي قطعو الريوس غير كلا واحد و كيفاش كايظهر المرض ديالو واااااااااا دخلو سوق روسكم ا عباد الله واك واك كلا يديها فراسو ,negative,dialectal
 بصحتك غرت ,positive,dialectal
 واخا سنة سعيدة ,positive,dialectal
يالاه بدات عندي السيمانة الاربعاء بنكهة الاثنين ,positive,dialectal
على سلامتك ان شاء الله خير تفاءلوا خيرا تجدوه ,positive,dialectal
ميرسي سنة سعيدة عليك حتى نتي ان شاءالله ,positive,dialectal
امين ربي يخليك ,positive,dialectal
تماما الله يكملك بعقلك,positive,dialectal
الحمد لله سول فيك الخير,positive,dialectal
 حشمتي تقولها نيشان الله يحفظك ,positive,dialectal
 منطقي داكشي ,positive,dialectal
الله يحفظك ,positive,dialectal
كانحس براسي تبدلت من داك العام لهاد العام سعاد ديال ماشي هي ديال نهائيا ان شاء الله احسن و احسن ,positive,dialectal
داكشي لي كاين سنة سعيدة باشما تمنيتي ,positive,dialectal
سنة سعيدة ليكم كاملين الله يزرقكم ماتمنيتو و يفرحكم حاولو تستغلو هاد النهار الاخير ف و ماتخليو تا واحد مقلق منكم و تبداو العام الجديد صفحة بيضاء مع الجميع ,positive,dialectal
 هانيا الله يحفظك,positive,dialectal
ان شاء الله و حتى نتا الله يعطيك ماتمنى,positive,dialectal
صافي دابا خسرتيها مابقا عندك ماتعتق,negative,dialectal
صافي نتا غير سكت ,negative,dialectal
 صافي موافقة,positive,dialectal
صافي هي لي ماتعاود ,positive,dialectal
الله يحفظك ليا صافي تقت ,positive,dialectal
الله عليكي يا عايشة ,positive,dialectal
الله يحفظك ,positive,dialectal
صافي ماكاين غير تفاؤل ,positive,dialectal
مزيان ,positive,dialectal
الله يعاونك,positive,dialectal
اوا جي مرحبا ,positive,dialectal
مايكون باس,positive,dialectal
ماشي بزاف ,positive,dialectal
 بالصحة و الراحة ا سيدي,positive,dialectal
تماما متفقة معاك ,positive,dialectal
بقيتو كاتهدرو على ال قلت نمشي نسمع دعيتكم الله ,negative,dialectal
تا انا كتعجبيني ا سعاد ه — اليوم العالمي للاعجاب ,positive,dialectal
تماما لي درتيها تسناها سواء خايبة ولا زوينة ,positive,dialectal
واقيلة الاسهل هو نعرفو لي ماشي ولد الناس ديك الساعة غانستنتجو تعريف ولد الناس نديرو داكشي ديال الماط ,positive,dialectal
الله يحفظك ,positive,dialectal
وبي يخليك شكرا ,positive,dialectal
الله يحفظك ,positive,dialectal
الله يبارك فيك ,positive,dialectal
الحمد لله سول فيك الخير شكرا,positive,dialectal
شي واحد تاني قتل صاحبتو ف عين ذياب,negative,dialectal
كل نهار جريمة و من سيء الى اسوأ هادشي ولا كايخلع الله يحضر السلامة ردو البال لراسكم و لي عزاز عليكم ,negative,dialectal
