tweets,type,class
اتشرف بالجميع,positive,standard
صوتك حياة ، و عمر ثاني,positive,standard
تشفي عليل النفس بسمة شفاها,positive,standard
اللهم لا تدع لنا ذنبا إلا غفرته و لا هما إلا فرجته و لاميتا إلارحمته و لا مريضا إلاشفيته و لا حاجة إلا قضيتها ياحي ياقيوم,positive,standard
عجز,negative,standard
الذكريات التي لا تموت ، تميت,negative,standard
أنا الدي يسعك صدره إذا ضاقت به الدنيا,positive,standard
اللهم انك عفو كريم تحب العفو فاعف عنا,positive,standard
اللهم ما ، ة ترد، و لا ,positive,standard
الله يرحم جميع اموات المسلمين,positive,standard
السكوت احيان وزنه من ذهب,positive,standard
اللهم ارحم من كانو يتشوقون لصوم رمضان وانتهى عمرهم قبل قدومه اللهم برد عليهم قبورهم وآنس وحشتهم ,positive,standard
مرساك صدري لو تضيق المراسي قلبي عطاك الحب من غير منه,positive,standard
ألف مره قلت لك وجهك من أسباب المسره حتى صوتك أغنية ,positive,standard
لم يعد بيننا وبين رمضان الا ايام معدودات اللهم بلغنا شهر التوبة والغفران لا فاقدين ولا مفقودين,positive,standard
ربي أوصيك ب أمي خيرا وعافيه وعمرا طويلا ,positive,standard
أنا جاهل في العتاب أنا عتابي غياب,negative,standard
واصدق التعبير نظرات العيون,positive,standard
جابك الله لي هدية من السماء,positive,standard
جرحوني يوم قالوا لو يحبك ما رحل,negative,standard
للمحبة حدود وحبي لك سما,positive,standard
اوجعوك كنت لك سماء لكنك تعلقت بأرض السافلين,negative,standard
بالتوفيق للي عندهم اختبارات,positive,dialectal
تشفي عليل النفس بسمة شفاها,positive,standard
خالق الزين ابدعك,positive,standard
لا يصفك كثر الكلام ولا يصفك كثر القصيد,positive,dialectal
ولغيرك القلب لا رحب ولا سلم,positive,standard
المعاملة بالمثل تغنيك عن الف عتاب,positive,standard
خالق الزين ابدعك,positive,standard
الا ياليل غيابه طالت ايامه علينا,negative,standard
اللي يطيح برغبته صعب يرقى,negative,dialectal
يشهد الله و الليالي و السنين ما وجد قلبي مثل قلبك أبد,positive,standard
اللهم ارحم موتانا وموتى المسلمين وتجاوز عنهم ونور قبورهم واجعل مسكنهم الجنة واجعلهم من أصحاب اليمين يارحمن يارحيم,positive,standard
ما يصفك كثر الكلام ولا يصفك كثر القصيد,positive,standard
انا ذاك البعيد اللي عطاك اصدق شعوره,positive,dialectal
أول محطات الفرح لقياك وأول علامات الجمال أنتي,positive,standard
العتب مرات من كبر المحبة,positive,standard
تغار منهم وأنت كلهم بعيوني ,positive,standard
اعذريني في جمال عيونك ان طولت النظر,positive,standard
كل مالمحتك قلت ، يالذة المنظر,positive,standard
يا رب في هذه الجمعة اكتب لنا أياما مقبلة جميلة واسعدنا بتفاصيلها واغمرنا بخيرك الذي لا يفنى,positive,standard
كل الغياب أقواه إلا غيابك أنت,negative,standard
شفت الهنا بكونك وامسيت بك مفتون,positive,standard
لايخدعك كثر القصيد أنا فارغ العاطفه,negative,standard
ملامحك في خاطري ما تغيب,positive,standard
أشوفك للدروب المعتمة نور وملاذ وضي,positive,standard
لا تهمك شمسنا أنت الصباح,positive,standard
المعاملة بالمثل تغنيك عن الف عتاب,positive,standard
يا ناعم العود يا سيد الملاح,positive,standard
فرحتي قربك ولو حولي كثير,positive,standard
وأن غاب طيفه في قلبي مايغيب,positive,standard
نصيب الغير وانا اللي زارع وساقي,negative,standard
إن الله يديم نعم الحامدين، فالحمدلله كثيرا,positive,standard
يا ناعم العود يا سيد الملاح,positive,standard
اذا نامت عيونك اصير بليلي يتيم,negative,standard
عيونك ليل وانا احب السهر فيها,positive,standard
يا لذة الليل الطويل ,positive,standard
ما تركتك ، قلبك البارد جبرني,negative,standard
لعل الله يجلب بعد هذا البعد قربا دائما ,positive,standard
رب الخير لا يأتي الا بخير ,positive,standard
ما دام القادم في يد الله، فالحمدلله كثيرا ,positive,standard
إن الحب هدية من عند الله والهدايا لا ترد ,positive,standard
 تمسك بالأمل إلى آخر لحظة ,positive,standard
عندما تكون مع الشخص المناسب لا تضطر لأن تجتهد لإسعاد نفسك وإسعاده، الأمر يحدث بشكل عفوي ,positive,standard
اللهم لا تحرمني وأنا أدعوك ، ولا تخيبني وأنا أرجوك ,positive,standard
كل ما فكرت فيك ابتسمت ,positive,standard
مادمت تشاهد بسمة أمك فالحياة لاتزال جميلة ,positive,standard
كل شيء في الحياة سيكون أجمل ,positive,standard
يعوضك الله ، و يعطيك الله ، و يغنيك الله ، و يجبر قلبك الله ، و لا يعلم ضعفك و حاجتك و قلة حيلتك إلا الله ,positive,standard
ربي افتح لنا الخير في كل الأمور ,positive,standard
 كن بسيطا فإن البساطة بذاتها جمالا ,positive,standard
كن جميلا في كل شيء صداقتك ، حبك ، أخلاقك ، تعاملك حتى في البعد كن جميلا ,positive,standard
اكيد معك حق,positive,standard
اللهم أسعدنا في أبسط تفاصيل حياتنا وقرب لنا الخير حيث كان,positive,standard
الحمد لله حمدا كثيرا طيبا مباركا فيه,positive,standard
إن الله بك و بقلبك عليم رحيم، فأطمئن ,positive,standard
عظم الله اجركم,positive,standard
فاس مدينة زوينة ناقصها غير الأمن والله,positive,standard
روعة تبارك الله,positive,standard
مساء الورد و الحمد لله على سلامتك,positive,standard
 الله يكرمك ويفتح لك أبواب الخير وأبواب الجنة يا رب,positive,standard
رأس مالي محبتكم وتشجيعاتكم أستاذي منكم أتعلم,positive,standard
تستاهل احسن منها,positive,standard
الحمد لله,positive,standard
شكرا هذا من طبعك الراقي والطيب,positive,standard
